"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla leptochela","","Aegla leptochela","Bond-Buckup & Buckup, 1994","","Invertebrados de Água Doce","05/2018","Criticamente em Perigo","Não","B2ab(iii,v)","Aegla leptochela é conhecida somente da Gruta dos Paiva, na região do Alto Ribeira, estado de São Paulo, com uma área de ocupação (AOO) muito reduzida e estimada em 0,00864km². Seu habitat é caracterizado por ser um ambiente singular (hipógeo), frágil e com comunidade animal fortemente dependente de aporte de nutrientes de origem externa (meio epígeo). A localidade apresenta declínio na qualidade do habitat em virtude da exploração de minério e de calcário, desmatamento e perturbações provocadas por visitação, além de sofrer com a introdução e estabelecimento de uma população não-endêmica de carpa que compete com os eglídeos pelos escassos recursos e nutrientes provenientes do meio epígeo. Foi observado um declínio significativo no tamanho estimado de indivíduos adultos na população em anos recentes. Considerando uma localização a espécie foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii,v).","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP","","","","Não","Declinando","3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.1 - Espécie conhecida|8.1.1.1 - Competidores 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.1 - Espécie conhecida|8.1.1.2 - Predadores 9 - Poluição|9.2 - Industrial|9.2.2 - Infiltraçao oriunda de mineração 9 - Poluição|9.2 - Industrial|9.2.3 - Contaminação por metais pesados","15 - Pesquisa","Controle de espécies invasoras/problemáticas, Expansão de áreas protegidas, Manejo de locais/áreas, Nível regional, Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Decapoda","Aeglidae","Aegla","Aegla microphthalma","","Aegla microphthalma","Bond-Buckup & Buckup, 1994","","Invertebrados de Água Doce","05/2018","Criticamente em Perigo","Não","B2ab(iii,v)","Aegla microphtalma é conhecida apenas da localidade-tipo, a Caverna Santana no Parque Estadual Turístico do Alto Ribeira, estado de São Paulo, possuindo reduzida área de ocupação (0,02272 km²). Foi observado um forte declínio populacional nos últimos 40 anos. Seu habitat é caracterizado por ser um ambiente singular (habitat subterrâneo), frágil e com comunidade animal fortemente dependente de aporte de nutrientes de origem externa (meio epígeo). A degradação ambiental na região causada pela exploração de minério continua ocorrendo de forma clandestina, afetando as drenagens da região. Expedições recentes registraram a espécie muito raramente. Considerando uma localização, a espécie foi categorizada como Criticamente em Perigo pelo critério B2ab(iii,v).","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP","","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","","Não","Declinando","3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 8 - Espécies invasoras problemáticas e doenças|8.2 - Espécies domésticas|8.2.1 - Competidores 8 - Espécies invasoras problemáticas e doenças|8.2 - Espécies domésticas|8.2.2 - Predadores 9 - Poluição|9.2 - Industrial|9.2.2 - Infiltraçao oriunda de mineração 9 - Poluição|9.2 - Industrial|9.2.3 - Contaminação por metais pesados","15 - Pesquisa","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Malacostraca","Isopoda","Scleropactidae","Amazoniscus","Amazoniscus leistikowi","","","Campos-Filho, Araujo & Taiti, 2014","","Invertebrados Terrestres","05/2018","Criticamente em Perigo","Não","B2ab(iii)","Amazoniscus leitikowi é conhecida apenas da localidade tipo, o abrigo do Sismógrafo em Altamira/Pará. Essa localidade foi alagada com o início da operação da usina hidrelétrica de Belo Monte, em 2016. Embora outras cavernas da região tenham sido amostradas durante a realização do Estudo de Impacto Ambiental do empreendimento e a espécie não tenha sido em outra localidade, é provável que existam mais habitats disponíveis que precisam ser devidamente amostrados. Considerando uma área de ocupação menor do que 10km2 e uma localização, a espécie foi categorizada como Criticamente em Perigo pelo critério B2ab(iii).","Sim","Sim","Pará","|Norte|","Amazônia","Sub-bacia Xingu","","","","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.10 - Represas (grandes) 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Gymnotiformes","Sternopygidae","Archolaemus","Archolaemus ferreirai","","Archolaemus ferreirai","Vari, de Santana & Wosiacki, 2012","","Peixes Continentais","05/2018","Vulnerável","","D2","Archolaemus ferreirai é endêmica do Brasil, conhecida dos rios Mucajaí e Uraricoera, estado de Roraima. Como a espécie parece viver apenas em trechos de corredeira, que são justamente as regiões mais visadas em empreendimentos hidrelétricos, presume-se que A. ferreirai seja altamente impactada pela construção de barragens. Considerando que a subpopulação do rio Mucajaí foi severamente impactada pela construção da hidrelétrica Cachoeira Paredão e que a subpopulação do rio Uraricoera está sob forte influência da expansão do garimpo, assumida como uma localização (location) que pode colocar a espécie em CR ou EX em curto prazo, A. ferreirai foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Roraima","|Norte|","Amazônia","Sub-bacia Negro","","","","Não","Desconhecida","3 - Produção energética e mineração|3.2 - Mineração|3.2.4 - Extração de minérios - garimpo 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","Plano de Ação Nacional (PAN)","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Gymnotiformes","Sternopygidae","Archolaemus","Archolaemus santosi","","Archolaemus santosi","Vari, de Santana & Wosiacki, 2012","","Peixes Continentais","05/2018","Vulnerável","","B1ab(iii)","Archolaemus santosi é endêmica do Brasil, e conhecida de apenas 13 exemplares, incluindo somente fêmeas e juvenis, coletados em 1985 em um trecho do rio Jamari, afluente do Madeira, onde atualmente está a UHE Samuel, em Candeias do Jamari, estado de Rondônia. Apesar de ter havido novos esforços de coleta na região, a espécie não foi mais encontrada. Nos últimos anos, PCHs foram implantadas ou estão previstas no rio Jamari. Considerando que a área da bacia do rio Jamari foi estimada em 29.000 km², e que as áreas de corredeiras, potenciais locais de ocorrência da espécie, são pontuais ao longo da bacia, estima-se que o total dessas áreas seja menor que 20.000 km² (inferida como sendo a EOO da espécie). Archolaemus santosi é uma espécie reofílica, sendo impactada pela construção de barragens, implicando em um declínio continuado de habitat a partir do final da década de 1980 (biii). Considerando-se os empreendimentos hidrelétricos na bacia, o número de localizações é, provavelmente, menor ou igual a 10 (a). Portanto, A. santosi foi categorizada como Vulnerável (VU) pelos critérios B1 ab(iii).","Sim","Sim","Rondônia","|Norte|","Amazônia","Sub-bacia Madeira","","","","Não","Desconhecida","3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","Plano de Ação Nacional (PAN)","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites alambariensis","","Arrhopalites alambariensis","Zeppelini, 2006","","Invertebrados Terrestres","05/2018","Vulnerável","","D2","Arrhopalites alambariensis é endêmica do Brasil, conhecida da gruta Alambari de Cima, em São Paulo na região do Parque Estadual Turístico do Alto Ribeira (a área de ocupação é seguramente menor que 20km2). As grutas Alambari de Baixo e de Cima são um único sistema e a Alambari de Baixo tem turismo intenso, embora manejado. Atualmente a visitação na Alambari de Baixo aparentemente não afeta a espécie, que ocorre na Alambari de Cima, mas há pressão para abrir outras cavernas à visitação, bem como novos roteiros nas cavernas já abertas, no PETAR. Isto é uma ameaça potencial à espécie. Por isso, A. alambariensis foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP","","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","15 - Pesquisa 16 - Outro","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites amorimi","","Arrhopalites amorimi","Palacios-Vargas & Zeppelini, 1995","","Invertebrados Terrestres","05/2018","Vulnerável","","D2","Arrhopalites amorimi é endêmica do Brasil, conhecida da gruta Casa de Pedra, em São Paulo na região do Parque Estadual Turístico do Alto Ribeira (a área de ocupação é seguramente menor que 20km2). A gruta atualmente está fechada para visitação, mas há estudos para viabilizar sua reabertura. Isto é uma ameaça potencial à espécie. Por isso, A. amorimi foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP","","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","","Não","Desconhecida","6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","15 - Pesquisa","Manejo de locais/áreas, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites botuveraensis","","Arrhopalites botuveraensis","Zeppelini, 2006","","Invertebrados Terrestres","05/2018","Vulnerável","","D2","Arrhopalites botuveraensis é endêmica do Brasil, conhecida da gruta Botuverá, em Santa Catarina (a área de ocupação é seguramente menor que 20km2). Apenas a entrada da gruta está localizada dentro do Parque Natural Municipal Grutas de Botuverá e possui turismo intenso e manejado, que ocorre em pequena porção da caverna (cerca de 20% da área ou 300m), porém a região possui também atividade de mineração e projetos de aproveitamento de energia hidrelétrica, o que representa outras ameaças potenciais à espécie. Por isso, A. botuveraensis foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.11 - Represas (tamanho desconhecido) 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","15 - Pesquisa","Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites gnaspinii","","Arrhopalites gnaspinii","(Palacios-Vargas & Zeppelini, 1995)","","Invertebrados Terrestres","05/2018","Criticamente em Perigo","Não","B2ab(iii)","Arrhopalites gnaspinii é endêmica do Brasil e restrita à Caverna Alambari de Baixo, no Parque Estadual Turístico do Alto Ribeira - PETAR, em Iporanga-SP. A área de ocupação da espécie é menor que 1 km², representando uma localização, e sofre pressão e desgaste oriundos das populações humanas adjacentes e da atividade de visitação turística nas cavernas do parque. Os visitantes causam degradação e perda de hábitat e de indivíduos da população através do pisoteamento da fauna de solo e dos locais habitados por ela, como acúmulos de guano e poças d’água, configurando um declínio continuado na qualidade do habitat. Há pressão para ampliar as rotas de turismo nesta caverna. Por isso, A. gnaspinii foi categorizada como Criticamente em Perigo (CR) segundo o critério B2ab(iii).","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP","","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","","Não","Desconhecida","6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","15 - Pesquisa","Manejo de locais/áreas, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites heteroculatus","","Arrhopalites heteroculatus","Zeppelini, 2006","","Invertebrados Terrestres","05/2018","Vulnerável","","D2","Arrhopalites heteroculatus é endêmica do Brasil, conhecida da gruta Colorida, em São Paulo, na região do Parque Estadual Turístico do Alto Ribeira (a área de ocupação é seguramente menor que 20km2), que tem turismo intenso, embora manejado e atualmente não ocorre no local de ocorrência da espécie. Há pressão para ampliação das rotas de turismo dentro desta caverna e isto é uma ameaça potencial à espécie. Por isso, A. heteroculatus foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP","","PARQUE ESTADUAL INTERVALES","","Não","Desconhecida","6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","15 - Pesquisa","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites lawrencei","","Arrhopalites lawrencei","Palacios-Vargas & Zeppelini, 1995","","Invertebrados Terrestres","05/2018","Vulnerável","","D2","Arrhopalites lawrencei é endêmica do Brasil e restrita à Gruta da Tapagem (Caverna do Diabo), no Parque Estadual de Jacupiranga, em Eldorado-São Paulo (a área de ocupação é seguramente menor que 20km2). Embora tenha turismo intenso, a caverna é extensa e ele só ocorre em pequena proporção. No entanto, há previsão de ampliação desta área de visitação, o que representa uma ameaça potencial à espécie. Por isso, A. lawrencei foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ SP Sub-bacia Litoral SP","","PARQUE ESTADUAL CAVERNA DO DIABO","","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","15 - Pesquisa","Manejo de locais/áreas, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Entognatha","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites paranaensis","","Arrhopalites paranaensis","Zeppelini, 2006","","Invertebrados Terrestres","05/2018","Criticamente em Perigo","Não","B2ab(iii)","Arrhopalites paranaensis é endêmica do Brasil e restrita ao Monumento Natural da Gruta da Lancinha, em Rio Branco do Sul-Paraná. A área de ocupação da espécie é restrita (apenas uma localidade), possui área inferior a 10 km² e sofre pressão e desgaste oriundos das populações humanas adjacentes e da atividade de visitação turística desordenada na caverna. Os visitantes causam degradação e perda de hábitat e de indivíduos da população através do pisoteamento da fauna de solo e dos locais habitados pela espécie, como acúmulos de guano e poças d’água. É válido ressaltar que, embora a espécie tenha sido descrita em 2006, a área da caverna Lancinha e seus arredores foi estudada e os registros de espécimes de colêmbolos na área, resultantes de amostragem seguidas, confirmam que a espécie está de fato restrita à caverna citada. Por isso, A. paranaensis foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii).","Sim","Sim","Paraná","|Sul|","Mata Atlântica","Sub-bacia Litoral RJ Sub-bacia Litoral RJ SP Sub-bacia Litoral SP","","","","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","15 - Pesquisa","Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anabazenops","Anabazenops dorsalis","","Anabazenops dorsalis","(Sclater & Salvin, 1880)","barranqueiro-de-topete","Aves","08/2018","Vulnerável","","A2c","Anabazenops dorsalis ocorre do sudeste da Colômbia ao extremo noroeste da Bolívia e sul da Amazônia brasileira, nos estados do Acre, Rondônia, norte do Mato Grosso e Pará, em área sobreposta ao arco do desmatamento. A espécie é dependente de floresta em bom estado de conservação. Devido à perda, fragmentação e degradação do seu habitat em função do avanço da agropecuária, suspeita-se um declínio populacional de pelo menos 30% nos últimos 12 anos (três gerações), baseado no declínio na qualidade do habitat. Por isso, A. dorsalis foi categorizada como Vulnerável (VU) pelo critério A2c. MERGEFIELD Justificativa","Não","Sim","Acre, Mato Grosso, Pará, Rondônia","|Centro-Oeste|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Purus Sub-bacia Tapajós","ESEC Rio Acre, PARNA Juruena, REBIO do Jaru, RESEX Chico Mendes","","RPPN Lote Cristalino","Não","Declinando","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Amazônia - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
